text,classification
why is the uglee zionist trending??,0
"why yes, that is me.. ლ(⁰⊖⁰ლ",0
Will be replaced by worst Zionist monster  #BDS #BDS #BDS,0
Will history repeat itself in Hong Kong😢?  Nazi Germany 2.0!  will Hong Kong and the Jews have the same fate?  Nazi using a sanitation as a method to slaughter Jews?  Call them rats and cockroach !  The Hong Kong police also call HKers cockroach?,0
Will Supreme Court block yeshiva students from coming to Israel?,0
Wish you all the best in your battle with reality....stop the fool-aid and you might just check back in.. 🙏,0
"With all ur power, the conspiracy of the Zionists movement, this is all what u could put ur hands on from the land of Palestinian. The Haganah criminals finished the job.",1
With the eye of an angel watching 🥰,0
Women for Trump makes as much sense as - Jews for Hitler - Superman for Kryptonite - Lungs for Cigarettes - Little Pigs for the Big Bad Wolf - Cockroaches for Raid - Smart for Stupid,0
"Working with Nuremberg transcripts, and here comes that common refrain.  I wonder, for those who escaped execution, how many stopped telling this lie to themselves. (Earlier in the document - ""In these figures, there are Jews, 474 executed, Communists, 684 executed total, 1,158"") ",0
World Values Network' whatever that organisation is about?! Rabbi Shmuly has #Polish Consul General to New York Adrian Kubicki as a guest in his home:,1
"Wow! A top Rabbi flew to Congo to tell the President that they were the converts and Congos are the real Hebrews, after the Congo President said that Congos supported the Jews.  That's how The Most High forces are truth to come out! Wake-up Yakobe! The deceivers know the truth!🤯",1
"Wow! Stuff has signed a multi-territory master toy licensee deal for Magic Light Pictures’ full catalog of brands including The Gruffalo, Room on the Broom, Zog, and The Snail and the Whale:",0
Wow!!!  YouTube allows this 😳,0
Y'all are the future.,0
"Yeah, 'things' go away....not soon enough tho....",0
Yeah.  One day it just said this...  it sucks too.  Cuz I have the VISA debt Card from them too,0
Yes - Zionists like you,1
Yes all are mythology written by man to control their people. What a way to control the Jews in the desert than  tell them there's a invisible deity watching there every move. Works in Islam as well. Thought you would like to know the differences in the Abrahamic Religions.,0
Yes ma’am kicking back with the fam!!,0
"Yes that’s right Colin wins, don’t question it 🙃 #DoctorWho",0
You a sincere believer who believes your Creator's Torah/Law is done away? Oops. Very big oops. So were those who called Him Lord. And thought they knew Him.,1
"You believe what they want you to believe, Zionists control everything...",1
You better get tired of the Palestinian lie. Look up the definition of an apartheid state. People like you have no idea of ​​this conflict and only support these so-called Palestinians out of hatred for Jews.,0
You can't fight #Antisemitism if you can't define it!  We urge #Facebook to adopt the IHRA definition of antisemitism to help put a stop to the Jew hatred that's infiltrated this platform!  More here:,0
You cannot discount Mossad. Israel had the means and the motive and control every politician in the US via AIPAC.,0
"You don't have to question Israel's right to exist to be hated, it is enough to objectively criticize their settlement policy to be insulted and despised as an anti-Semite, Nazi or Adolf Hitler. Such people spread hatred and prevent peaceful coexistence:👇",0
"You know that free POC Slave owners outnumbered Jewish ones by 15:1 right?  It was wrong.  And very few Jews were involved.  Many were hoping that assimilating into South as ""good citizens"" would help them be safe and not seen as ""other."" And many did assimilate. ",0
You know we won't be adopting that which only exists because without it Jews would not exist - Theodore Hertzel.,0
You like pulled pork?,0
You probably liked being choked and spanked in bed. But I hope you don't like being choked and spanked by ZOG.,1
"You Reiner's were really not that funny.I wouldn't be wrong in assuming that Carl never did return his Mark Twain Award, even knowing that it was named after a Jew hater🤨. Are you going about in public incognito &amp; wearing a BLM shirt so as to not get set upon by Anti-✡️ BLM?🤔",1
you shall bear no children,1
"You simply cannot support agendas which include the filthy, evil Zionists endless Wars AND also stopping the mass diversion of $Trillions of US Taxpayer funding for domestic progressive projects and national infrastructure. Biden-Harris appears to be backing endless Wars agendas",1
You snooze - you lose. How many times Pals were offered their own state side-by-side Israel Live in peace &amp; friendship? Their corrupt leaders  squandered them all. TThey wanted the whole cake - ended up with (almost) nothing. That many times,0
You were saying..,0
You would have not wanted Jews to flee here in 1938 I presume ?,1
"You're correct, Lara. Criticism of Israel is Free Speech, something they don't believe in, even for their own citizens, calling cops &amp; anti Bibi crowd anti-semites How can you be one, if you are one? Diaspora Jews are sick of 20 year Dictatorship of Likud Racists We will crush em",0
"You’re so full of lying 💩, you should be flushed asap. Turks, and Turks alone, were responsible for the Armenian genocide. History. Russian Bolshevism was theoretically an egalitarian movement that SOME Jews, from their experiences of pogroms &amp; ghettoes, welcomed. History.",0
Your a weirdo...4 lack of better words... a creep...   Don't waste my time anymore...There's a world 2 save from slavery...  I see U...⬇️,0
"Your Holiness, I would like to inform you that the building of the Bishop's Curia has been converted into apartments for Jews - Bishop Franciszek Barda reported in a letter to Pope Pius XII. Bishop Barda also gave false baptismal records to the Igel family, among others.",1
Your welcome,0
"youshould know you are saying this about Pakistan and you know the capability of Pakistan suggest for you ""rat should be rat not become lion"" your or Israel threat is inunder our shoes andwe can make better technology we don't do friendship with devils (Israel) ",0
"Yup, I see Jews everywhere.",0
Zion has yet to live up to the hype. New Orleans still has a losing record. Fans ready to become full blown anti-Zionists.,1
Zionist #USTAXPAID apartheid target families and make them homeless #frggn satanic system #BDS #BDS #BDS !,1
Zionist bankers always needed a global power to ride... through which they would implement their agenda. First it was the British empire..WW1. Then the American empire...WW2. And now it's going to be the Chinese... They also create the illusion of bipolar world... Fund both sides,1
"Zionist bankers have been fuelling China's growth for decades.... The Chinese model of a godless, soul less,  dictatorial super surveillance AI driven high tech police state is the model to be replicated for NWO globally.  It's deeply disturbing...",1
"Zionist Girl : Hello Guys  Sanghi : jai sri ram ji, we India love israel, india israel good frands , we india follow you, you good people.  Zion girl : shut up street shi|ter.  Sanghi : No , no we have rail patri near the house, fresh air coming in the morning , i come to israel",1
zionist in my dm’s defending isabel washington. i’m never talking to a white twink again.,1
Zionist play the victims of their own crimes,1
zionists being dragged up and down the tl,0
Zionists don't want you to rebel.  Zionists don't want you to resist. Zionists don't want you to #BDS.  They want you to do one thing:,1
Zionists worldwide domination (not Jewish) - All under the Zionist King Rothschild command.,1
"Zog - Day 3 Dragon Races The dragons have many lessons. Flying is one of them. Can you count how many dragons there are, which dragons have gone and how many are left?",0
Zog and the Flying Doctors! Sorry...it’s taken me all day to come up with this 🙈,0
Zog dat. Get da burna boyz!,0
Zog decided it was too hot to go exterminating today!,0
ZOG fears this,0
Zog is the only robot character that’s worth a come back from the Astro boy movie. Even if he does remind me of those robots from Castle in the Sky.,0
ZOG is trying to split us with all the east med stuff while bad motherfuckers are ruining the world. Fuck it one struggle.,1
Zog IT Solutions is a technology development firm that offers the very latest digital technologies that go beyond traditional signage solutions.,0
Zog me if I know boss.,0
Zog the Ultimate Villian.,1
Zog watching you,1
ZOG!,0
"Zog.. a favourite of Amelia’s, we read together and Amelia has come up with some things about Zog 🐲",0
🤪#History #Repeating🤪  ⚠,0
"🎥Photos|| Members of Arab, Black, Indigenous and #filipino struggles for justice filled streets of #Dearborn in solidarity against Zionist land theft and global fight against racism, #Colonialism and military industrial complex. Watch 👇👇 #PrayForPalestine🇵🇸 #Palestinians",1
🐲,0
👋🏼Jude wrote a book report about Zog yesterday! He awarded it 5⭐️s 😊,0
📰Today's headlines | Zionist regime’s tanks attack Gaza sites  🔗,1
"📙 NHS bedtime story 📘Join us here at 6pm tomorrow for a special online bedtime story. Our libraries team will read Zog by Julia Donaldson to celebrate the birthday of our NHS. Join us, Zog  and Pearl at 6pm on Sunday 5 July #JuliaDonaldson #Zog #HappybirthdayNHS 👨🏾‍⚕️🥛🍪",0
📚 🎨 🐉 A story book and arts workshop themed by the book #Zog by Julia Donaldson.,0
🚨🚨🚨🚨🚨🚨🚨 Tune In &amp; Watch As The REAL JEWS Are Awakened &amp; The FAKE Gets Exposed As Imposters  Like share Comment   Subscribe Today   Support The Troops,0
🙌,0
🙏🙏  God bless you and yours HopeGirl God bless humanity and deliver us from EVIL,0
The last 24 hours in Israel: https://t.co/0YNwvMsYvL,0
@stranahan KnowMoreNews isn't confident enough to debate me that Jesuits control Israel not Jews https://t.co/rAFfEKOsLo,0
"""[Even] an heritage unto Israel his servant: for his mercy [endureth] for ever."" ~Psalms 136:22 #Bible #Poetry #God",0
"Opinion: No One in Israel Knew They Were Committing a Massacre, and They Didn't Care\n\nGideon Levy\nhttps://t.co/2Itgo9cuTE",0
"https://t.co/LTB0zidzM9 When #TheCloudOfGod appeared in the days of Moses,  He took the children of Israel from Egypt to the Canaan through tremendous judgement of the Egyptians. GOD is coming back to judge SIN again.",0
Smokers appear to be at higher risk from coronavirus - expert | The Times of Israel https://t.co/HgKQ8M7cJr,0
CBS News: 'How Jewish American Pedophiles Hide From Justice in Israel' https://t.co/6ZKY4SaKTi https://t.co/3n7FgrgkZB,0
"@bismofunyunsss @jlineberry @BernieSanders How did Mose knew to arrange the children of Israel in the form of a cross in Numbers ? \n\nAlso \n\nAnd Moses made a serpent of brass, and put it upon a pole, and it came to pass, that if a serpent had bitten any man, when he beheld the serpent of brass, he lived\nNumbers 21:9 KJV🤔 https://t.co/rVr6xjIfbv",0
"@JoAnn54819331 @JB62154 @SexCounseling @RobertRLOCKLEA5 @dbongino @MittRomney @lisamurkowski @SenatorCollins Israel has been destroying Palestinians and stealing their land for DECADES. The USA is drilling oil in PALESTINE, thats theft! They are INVADING another country...Remember Poland?",1
"Stunning how gratuitously and galactically stupid Sanders attack on AIPAC, Israel, defense of Castro are. What's the point? Satisfying his base? Ideological conviction? Either way, shape of things to come. https://t.co/kSsUcQt9DW",0
#BREAKING: Israel PM Netanyahu entered self-quarantine until next Wednesday https://t.co/n6R89yrWXW,0
I love visiting new countries and on the list now is Israel. After a few hours I love Tel Aviv https://t.co/LCKJXPmvAN,0
Beautiful to see Christians and Jews come together to help the impoverished in Israel.\n\nhttps://t.co/g6MxRhVq1N,0
"@Rachael_Swindon @knightrgb I agree however there are many people who say it is antisemetic to challenge the Israeli government at all,its a word used to often now by people who don’t understand it. It’s antisemetic to challenge the existence of the Jewish community and it’s people not a governments action",0
Protection is very needed by all in these times especially the children of Israel. Satan is lurking at an all time high for the Righteous especially because most of the world has turned to a reprobated mind which means their souls are already his to say the VERY LEAST. https://t.co/suDPk8XnE8,0
"🇮🇱 Israel Gym 🇮🇱 \n\n✨ Latias ✨\n\nGym : Don Quixote \nCity : Ramat Gan \nTeam : ❤️\nTime : xx:31\n\n32.050971,34.776826\n#ExPassGym\n#PokemonGo",0
#BREAKING: An Israeli mother is taking cover with her son as at least 20 rockets were fired at Southern Israel right now. #Gaza \n\nPlease pray 🙏 https://t.co/X0RiugUdHm,0
Iran lied to America and the west\n\nIran funds terror against America and Israel\n\nWhy did Obama and Biden send them $1 billion in CASH?\n\nDid they get anything in return?\n\nWhy is John Kerry allowed to secretly negotiate in defiance of the Logan Act?\n\nInvestigate these ties to Iran!,0
Ive never been more ashamed to say i ever supported israel. https://t.co/HV9zhm8NgQ,0
@mrbesseder @BDS_Australia Hey hey bibi win... and viva bib am israel hai,0
@regretjap123 @RomanticDesert @BowlClogger69 Diaspora Boy vs Israel man https://t.co/wkgI4fXmnG,0
From India to Hungary to the US . . . Israel finds comfort with the most repressive and totalitarian regimes in the world. Its what it is.,0
"Anti-Semitism election row was stoked by Israel, Labour report says https://t.co/MruSWVgD2q via @Telegraph",0
@mutedlavender ISabelle\nISrael\nreally makes  you think,0
The boycott movement (#BDS) against Israel is so obviously rooted in antisemitism. \n\nIt is telling that nations such as Germany and Austria - who know exactly what antisemitic boycotts look like - wont tolerate it at all. \n\nThey know what it is and where it leads.,0
"You don't get to label anyone critical of Israel and the weaponisation of antisemitism as ""a crank"" and label the evidenceless claims of former Guido employees as ""something to be taken seriously"" and then be angry RLB took the only stance that wouldn't lead to mass condemnation",0
Barghouti: Saving Our Own Asses More Important Than Boycotting Israel - https://t.co/suCfwjUKWj via @mideastbeasties,0
"Netanyahu makes special request to Prime Minister Narendra Modi: To help Israel fight Coronavirus Pandemic, India lifts ban on export of pharmaceuticals\n\nhttps://t.co/RA5KGab3iN",0
It’s telling and crazy if you stand back to see pro-Netanyahu media in Israel warn a US president so far slavishly supportive of their agenda that he risks his US evangelical support by delaying acceptance of Israeli annexation of a chunk of the West Bank. https://t.co/MM8ksDKJ67,0
"@robertcp @bilbalbag Criticising the Israel Gov is not AS so know one should check themselves for these cranks, abuse against a jewish person is AS , criticising Zionism is not, i get what you mean tho..",0
"From Sheba hospital in Israel, which is handling #coronavirus patients....""national strategy was containment, mitigation, and increasing capacity for coronavirus patients. And develop a strategy to separate corona patients from other patients. Heavily dependent on DIAGNOSTICS.""",0
God told me to eat like Israel,0
"41/ It was *after* that WASHINGTON POST report, of course, that we learned from ABC and THE TIMES OF ISRAEL that in fact Trump's team *did* recognize the growing pandemic threat—in November 2019—it's just that it did nothing about it (nor China's pandemic-oriented trade demands).",0
“Right-wing and far-right movements and political parties across the world also idolise Israel as they view the Zionist colonial project as a successful model of European domination over the indigenous populations of developing countries.” https://t.co/merAaMJh9u,1
"“And Jabez called on the God of Israel saying, “Oh, that You would bless me indeed, and enlarge my territory, that Your hand would be with me, and that You would keep me from evil, that I may not cause pain!” So God… https://t.co/5xZG1VqxWt",0
"ISRAEL: BREAKING: Netanyahu: People of Israel are ordered to stay at home for 7 days. ""It is now a command."" Police will enforce it.",0
"Ever since Trump took office in 2016, Israel has built more illegal settlements on Palestinian land and displaced more families than in previous years. Now, Israel plans to begin annexing entire swathes of land in the West Bank.  https://t.co/1m1wdGxFLU https://t.co/xtI6vS6F3F",0
A big discussion on whether to ask the community's deputies what they think about Israel.\n#IsraelSurvey\n@marievanderzyl is against the survey! But said the @BoardofDeputies is democratic.\n#LabourLeadershipElection \nThe @BoardofDeputies is divided on the question of Israel. https://t.co/nTKSFOgv8E,0
There are more Arabs in Israel…\n…than there are Jews in Europe\n\nThere are more Jews in Borehamwood synagogue…\n…than there are Jews in the Arab world\n\nThink about that.,0
"Today is the 44th #PalestineLandDay — the day we remember the Palestinian lives israel shot &amp; killed, from the Galilee to the Negev https://t.co/1904tb7mjb",0
"RT Mondoweiss ""RT AliAbunimah: The operative who admits that the Israel lobby “slaughtered” JeremyCorbyn is so embarrassed by this confession video that he is trying to remove copies from the internet, including the one published by intifada. Watch i… https://t.co/40Gbc1zdwK""",0
"The threat of democratic fatigue in Israel is real – around its election, and its choices around the US … https://t.co/OkXAW8wg2h",0
'They dumped him like trash': Palestinian with suspected coronavirus symptoms thrown out of Israel https://t.co/yX2DbEPCxO,0
"3. Example: In 2012, assassins kill an Iranian nuclear chemist (likely directed by Israel). Iran promises revenge. \n\nWhere does the ultimate revenge take place? \n\nA month later in Georgia, India and Thailand where Israeli diplomats are targeted with bombs\n\nhttps://t.co/qeL7jkzQhd https://t.co/qEkQP7ddG4",0
"IF they wanna intercept mortar shells, Iron Dome is a great option, but it needs a handshake with Israel. \n\n(Sorry Raytheon) https://t.co/QE6CNAKTXd",0
Coronavirus cases in Israel rise to 143; 3 patients in serious condition https://t.co/ZlbljBWLrs,0
Prime Minister Benjamin Netanyahu and the People of Israel pray for the speedy and full recovery of our friend British Prime Minister @BorisJohnson. 🇮🇱🇬🇧 https://t.co/gNoPE4ulr1,0
Congratulations Israel on @netanyahu &amp; @gantzbe forming a new government. \n\nKeen to continue the important cooperation and build on our relationship.\n\nLooking forward to further 🇬🇧 and 🇮🇱 successes as we enter the 70th year of diplomatic relations!,0
Looming 'Confrontation': What Lies Ahead for Israel and Middle East in 2020?\n\nhttps://t.co/spyqnpghNZ,0
"Trump banned Muslim and African immigrants.\nTrump sanctified Israel war crimes in Palestine.\nTrump withdrew US from Paris Climate Accord.\nTrump gave record tax cut to the rich.\nTrump cut welfare programs.\nTrump lauded Nazis as ""fine people""\n\nNone of these things Biden did as VP! https://t.co/ccVt36UUwA",0
"Mangaluru: ‘To fight terrorism, India should ally with Israel, China’- Subramanian https://t.co/3EU3vI6UTp",0
"Israel DOES NOT control Congress! It merely controls 98 of the 100 Senators &amp; RandPaul was almost killed. That's why it must still conduct surveillance &amp; covert lobbying in the US. We send them 4 BILL./yr for ""critical defense needs"": lobbying$$/spying here in US: #ForeignAgents https://t.co/azfPJVzO39",1
"Indonesia Devastating Floods: 66 People Have Died. More Than 36,000 Displaced.\n\nIn the past, Israel offered humanitarian aid to Indonesia - but it was rejected due to anti-Israel hate. \n\nI pray for #Indonesia from Israel. 🇮🇩🇮🇱 https://t.co/iu6141WXUP",0
"Here’s WHY Trump’s Admin entertains the thought of war w Iran.  I’d like to ADD one more:\nIt makes Israel, Russia &amp; Saudi Arabia VERY happy, but for different reasons. For Russia+Saudis it jacks up the price of oil, their largest industry&amp;the Israelis nemesis has ALWAYS been Iran https://t.co/4HfVptBXpY",0
"41 Years Ago: Israel and Egypt signed a peace treaty. 🇪🇬🇮🇱\n\nIsrael is a country that seeks peace with its neighbours. \n\nIt’s time for peace in the Middle East, wars belong in the past. https://t.co/eNrSR64lKt",0
Soon in Israel due to coronavirus @MichaelsANewman @The68gote @Gianlui91580067 @lackboys3 @Roni4488 @208Juliet @Ibutterfly34 @james_anderssen @JD_USA7 @lizBeth_Hineni @Miri20529266 @TheantiantiZio1 @peterproud9 @Irishchutzpah @Pammyreign @KeepSmile912 @americanzionism https://t.co/oNDdtRa8dK,0
Bernie Sanders Boycotts Pro-Israel Americans https://t.co/8k0qiOhMzh via @Yahoo,0
All hell is breaking loose in the Middle East and I’m sitting here in Israel like https://t.co/zrT1CI2VGN,0
"They come to Germany as ""refugees"" and scream for Israel to leave. https://t.co/6pjsh9fTFU",0
Jewish Bernie Sanders is not afraid to speak out against Israel:\nhttps://t.co/o4BQBbFRfi\nWe need more Politicians who do not keep quiet about the appalling behaviour of Governments. \n#WorldNews\n#America \n#LabourLeadership,0
"#BDS#supporters ""pervasive anti-Semitic rhetoric among boycott supporters that too often equates all things Israel and Jewish with the oppression of Palestinian rights."" @jstreetdotorg",0
"Alison Weir: Despite coronavirus-caused cutbacks, Israel expects to get full $3.8 billion\nWhile thousands of Americans out of work &amp; tens of millions impacted by #coronavirus cutbacks, experts expect Israel will get its full massive aid package.\n.@abc\nRead https://t.co/U5rbGfNoGW https://t.co/8zCkW0eVc5",1
Israel shot 8 year-old Malek Issa between the eyes after he bought a sandwich from a shop: it was no accident; it's what israeli soldiers do https://t.co/b4pF92eCIB,0
@lsarsour America and Israel will remain strong,0
"@caroleannesr @Acosta US alerted Israel, NATO to disease outbreak in China in November — TV report @WhiteHouse \n\nhttps://t.co/elfe0Rx9T7",0
The Land of Israel https://t.co/DZalboVwH5,0
Israel Adesanya's uncensored speech after been named New Zealand Sportsman of the year.\n\n😑\n\nhttps://t.co/u67rVYAVkQ,0
"""I f---ed his leg up ... I did what I had to do to win that fight.""\n\nIsrael Adesanya laid out the strategy that helped him win at #UFC248. https://t.co/cI2IZfIRmw",0
"How you know we are messed up in Africa. Egypt have memorials of enslaving the children of Israel, German have loads of 2nd world war memorials, mushroom cloud is a reminder of Hiroshima. Please where is the memorial of what our forefathers did that cannot be forgiven self. What?",0
"Israel must lift the blockade: nearly 2 million Palestinians have just 62 ventilators, 160 test kits &amp; insufficient medicines to survive #Covid19 https://t.co/a1wzOvd3CI",0
"Israel's gunmen turned 155 Gazans into amputees &amp; paralysed 27 in just 2yrs: when specialist treatment was needed, israel forbid that too https://t.co/qZioHeHLpg",0
Israel more like isfake,1
israel won’t let me in to palestine to see my family but random western christians who have no connection to the land have a “birthright” lmao ok https://t.co/S3qfe4BolW,0
"A Palestinian-born anti-Israel activist &amp; NYU prof Amin Husain ""recently deleted most of his social media posts"" -- seems he doesn't want to be held responsible for the thuggery he encourages...\nhttps://t.co/kp5vubsP04",0
"‘It is difficult to understand how, in 2020, Israel can make the case for a system of governance that just a few decades ago was globally repudiated when it existed in South Africa.’\n\nhttps://t.co/uAAEUQ9WFS",1
So much for the big Israel apartheid lie. https://t.co/Bn9dh6fzNY,0
"Israel set to be investigated for war crimes in Palestinian Territories, ICC announces https://t.co/M2BZtcUH74",0
"Israel is in big trouble. Their prosperity is blinding them from their true condition, they blame the government for the troubles in their own hearts, and they are trying to out-do each other in calf worship. How will God respond? #TTB #BibleBus #God https://t.co/ygffMLH1Ak",1
"Anyone entering Israel will have to be quarantined for at least 2 weeks, Netanyahu says, effectively stopping tourism. The measure will be in effect for at least 2 weeks https://t.co/lF3YRorlyi",0
"He concluded with a request that the UK thinks carefully in the future before voting against Israel at the UN\n\n""Israel is being singled out &amp; to borrow a phrase, 'with nauseating frequency' &amp; we are joining in.  The singling out of the Jewish state is wrong and unjustified.""\n\n3/3 https://t.co/x3T1xFQoOa",0
BREAKING: Israel will permit its citizens to travel to Saudi Arabia for both religious and business purposes,0
Israel security forces take away 5 tractors in the occupied West Bank https://t.co/VwtlaHv57t,0
"@EphraimOdhiamb3 #TheSixthSealofGOD The ox knows its master, the donkey its owner’s manger, but Israel does not know, my people do not understand.”\nIsaiah 1:3 NIV",0
I call on Israel (and the world) on #PalestineLandDay (and every day) to END THE BLOCKADE OF GAZA\n#GreatReturnMarch   \n#ReturnInOurLifetime https://t.co/NKWyI71EAg,0
"David Friedman and his wife Tammy donate $50,000 to Leket Israel, Israel's largest food aid organization. \nThank you @USAmbIsrael, your generousity is boundless. \nhttps://t.co/MWQBsNpFKh",0
"US Gov Gives 1M Masks To Israel During Shortage, Coronavirus Censorship &amp; Trump ‘Holds’ WHO Funding https://t.co/fj35kitT5C https://t.co/42FY9a2QjG",0
Netanyahu accidentally calls Israel a 'nuclear power' https://t.co/Yvsbd4Vcie,0
"@imshin They look not bad despite the genocide that Israel is committing. They eat well, get married, kiss, shoot and cry. https://t.co/2xDMZvu88A",0
"@benshapiro I'm curious what you think of how Israel treats Palestinians. For example cutting off electricity, or water. Also dumping trash on them from higher apartments? P.s. I love your work and enjoy watching you debate.",0
*_What Israel gains:_*\n\n_▪️Settlers will no longer be subject to military management._\n_▪️Settlement limitations will be removed in the future._\n_▪️Israel will control 30% of the West Bank._\n\n*_What the U.S will give Israel:_*\n\n_▪️Consent for Israel’s control over settlements._,0
"Iran, today.\n\n- Fired missiles at US base in Iraq\n\n- Threatened to strike locations in Israel and the UAE\n\n- Qassem Soleimani buried\n\n- Ukrainian Boeing 737 with 180 passengers crashes near Tehran\n\n- 4.9 magnitude earthquake in country's southwestern region",0
🐰   #MAGA The limit of Israel by and large might have been due to a bad A E S T H E T I C rawr xd FAKE ! 🐴 ✋ 👢 👰 🙊 ✨ 🌻 🚦 👊 🚑 😼 ,0
"Poland’s president Andrzej Duda won’t attend a commemoration in Israel to mark the 75th anniversary of the liberation of the Auschwitz Nazi death camp, which was located in Poland, because he was not asked to speak at the forum\nhttps://t.co/F7kwpxkHs5",0
We condemn the racist Apartheid state of Israel for continuing with its relentless war against the people of Palestine. We demand an end to sanctions in Gaza!\n#EndSanctionsSaveLives\n@antiimperial_20 \n@tri_continental \n@SAFTU_media @BDSmovement @PSCABI_Gaza @IAW_Africa https://t.co/UmPVvrXKVU,1
Vital: How Israel is Flooding Europe With Muslims (video) -\nhttps://t.co/TGeor7prgy -\n - Veterans Today | Military Foreign Affairs Policy Journal for Clandestine Services https://t.co/0GjcmfWwyF,1
IDF believes a mortar was shot into Israel and landed in an open space a short time ago.,0
@EricLeiderman @Mdais iSrAel iS iN EurOPe,0
"This Israeli girl said\n\n""they have a university in Gaza, they're not opressed""\n\nWhere is the correlation?\n\nIsrael doesn't allow Gaza to export gas or anything out of Gaza, they live in an open air prison. https://t.co/sy4h9IYUxL",0
"@proustmalone @StanleyCohenLaw So has Israel discovered a vaccine. The problem is we do not OK vaccines unless they are tested, ie; 6 months",0
@trainersandtea @pip_davies Israel at home weren’t it?,0
No doubt Israel is a terrorist state👻\n\n#Israel https://t.co/KXmja0yF83,1
"BREAKING: Ilhan “Israel hypnotizes the world” Omar admits that when she seeks sanctions against Israel it’s really “economic warfare.”\n\nIlhan, your antisemitism is showing. https://t.co/og37ZcTGyw",0
"Why are Turkey, Greece, Israel, Egypt, Libya and other neighbouring countries fighting over maps and maritime boundaries? Because of the world's largest untapped source of natural gas sitting under the Mediterranean Sea... \nhttps://t.co/ErG1gAN6i6",0
I will attempt to ratio the State of Israel with brawl koopa hopping https://t.co/qtuZSQjQJw https://t.co/BskCPNtRJy,0
"#Trump Plan: \n\n• Conditional state for Palestinians\n• Jerusalem undivided capital for Israel, but Palestinians capital somewhere in E J\n• Conceptual map \n• Only Netanyahu on podium\n• No Saudi or Jordan or Palestinian or Egypt representation in room  https://t.co/pd3gpAZnla",0
"Coronavirus wrap: Europe cases breach 500 000, Israel health minister contracts Covid-19 and Philippines' ambassador to Lebanon dies | #CoronavirusPandemic\n\nhttps://t.co/OkkreYw8vW https://t.co/ViZJzI4hed",0
Lool the only higher power that has a covenant with Israel is Britain and American. Considering they the God ma of the planet as we have it today. Yeah God got a covenant with Israel,0
Unbelievable. At Tower Hamlets. Once again anti-Israel Corbynites are attacking the definition of #antisemitism. They just want the right to hate Jews and are unhappy the council disagree with them. Expect trouble this evening. https://t.co/00sd3fxfJb,0
Uh oh! Big story on pro-Israel money in politics. I guess everyone who talks about it is now anti-semitic like @IlhanMN. https://t.co/9ZJcU21MKg,0
"I learn from media that there have been no deaths due to COVID-19 in Israel. If so, some will take it as a Jewish conspiracy?",0
Bank of Israel to buy NIS 50 billion in bonds to steady sinking economy https://t.co/JX3910IRrV,0
Israel Researchers Launch Clinical Trials To Test CBD As COVID-19 Treatment Supplement \n\nhttps://t.co/Rg3nuloQVJ #MME #marijuana #cannabis #CBD #Israel #Covid_19 https://t.co/c6xtRjEpGM,0
@PLoyalties Israel is a blatant apartheid state committing Genocide on live stream video. While influencing the world with extreme wealth and perversely nefarious activities to repress any protest against them,1
JUST IN: Israel reports first coronavirus death,0
"@maanlichtt @oulosP I repeat. Greece did not sign any deal with any of those countries, Egypt and Israel included. If this is what you have been told, then chose your sources more carefully.",0
"Hear, O Israel: The Lord our God, the Lord is one. https://t.co/WPXFQGGZqx",0
"Trump: #Democrats in Congress Are #Antisemitic,’ ‘Totally Against Israel’ https://t.co/3iOc28nAXu via @BreitbartNews",0
@IrshadA46576253 @TarekFatah @narendramodi @PMOIndia We should prepare like Israel and China,0
SPOT THE DIFFERENCE:\n\nBenjamin Netanyahu enforces a 14-day quarantine for all new arrivals to Israel; leftists shout “racist”.\n\nJacinda Ardern announces the exact same thing for New Zealand; leftists praise her as a “hero”.\n\nExcuse my confusion.,0
Labour’s @Keir_Starmer will soon learn lesson @JeremyCorbyn didn't heed: No amount of capitulation to Israel lobby can ever be enough. These enemies of basic human rights and dignity for Palestinians take every concession as an invitation to demand more. https://t.co/uWIqYgPePx,0
"Since its birth, israel has worked to drive the Palestinian people out of their homes and off their lands — it has NEVER ""yearned for peace"" https://t.co/zmrvKqHIhn",1
"Excellent anti-#coronavirus ad from Israel. Very little Hebrew at end, but understandable by non-Hebrew speakers. Scary, but this is a time when we should have some healthy fear. Hope everyone stays safe. Please share. https://t.co/XUv8kxb71C",0
